loan_id,age,income,loan_amount,credit_score,default
1833,30,63630.0,17271,422,0
1834,28,37803.0,19347,527,0
1835,19,74377.0,15480,525,0
1836,24,54798.0,11800,849,1
1837,68,45717.0,14082,415,0
1838,45,34134.0,15646,657,1
1839,25,38341.0,-361,423,1
1840,68,49675.0,18292,492,0
1841,25,36661.0,15779,790,0
1842,38,67953.0,2307,513,0
1843,60,41720.0,18695,759,1
1844,47,54576.0,26427,777,1
1845,57,49606.0,15545,723,1
1846,36,39664.0,25439,817,0
1847,19,83287.0,21435,683,1
1848,24,54415.0,25846,369,0
1849,28,69814.0,4863,694,0
1850,22,57004.0,-211,751,0
1851,62,41825.0,17135,642,0
1852,20,70784.0,20600,559,0
1853,33,41654.0,21358,367,0
1854,35,68995.0,7644,431,0
1855,64,77059.0,25346,409,0
1856,55,66675.0,20958,674,0
1857,51,39881.0,22297,756,0
1858,63,20450.0,12871,515,0
1859,69,44235.0,22369,475,0
1860,23,43298.0,26787,649,1
1861,24,61154.0,32754,807,0
1862,23,49010.0,28412,523,0
1863,60,52259.0,27148,400,0
1864,51,20986.0,3264,739,0
1865,20,27220.0,17595,603,0
1866,33,45540.0,2629,755,1
1867,34,71852.0,11061,740,0
1868,49,45857.0,294,578,0
1869,46,67625.0,28245,806,0
1870,28,66291.0,15781,435,0
1871,56,72896.0,18548,399,0
1872,31,62383.0,11371,694,1
1873,51,74133.0,15330,466,0
1874,69,67336.0,12157,586,0
1875,32,38321.0,26355,661,0
1876,44,60411.0,7867,514,0
1877,52,60693.0,9508,585,0
1878,61,28686.0,14657,565,0
1879,55,50352.0,29584,504,1
1880,59,43016.0,26820,520,0
1881,62,62327.0,5138,613,0
1882,39,45791.0,3138,630,0
1883,62,53254.0,22564,843,0
1884,45,62784.0,8092,791,1
1885,30,44851.0,13568,525,0
1886,66,30266.0,6784,500,0
1887,51,42770.0,34114,310,1
1888,21,30812.0,15546,568,0
1889,66,45631.0,36722,639,1
1890,45,68118.0,3791,604,0
1891,39,45166.0,11474,495,1
1892,60,43400.0,10334,353,0
1893,67,48154.0,12918,639,0
1894,69,25610.0,34448,457,0
1895,18,59916.0,28086,431,0
1896,64,43699.0,25858,810,0
1897,69,53161.0,19531,587,1
1898,49,44445.0,10107,475,0
1899,50,60020.0,21141,491,1
1900,61,68892.0,11507,481,0
1901,21,32294.0,4791,574,0
1902,26,55903.0,12948,687,1
1903,54,43641.0,13199,348,0
1904,32,55206.0,21242,796,1
1905,42,62253.0,16662,666,0
1906,60,73777.0,11831,389,0
1907,52,36979.0,23323,334,0
1908,67,40210.0,17611,529,0
1909,25,28658.0,24662,687,1
1910,42,43612.0,10883,396,1
1911,60,41043.0,27999,568,1
1912,46,46847.0,227,602,0
1913,59,47047.0,15929,734,0
1914,69,39467.0,3438,626,0
1915,41,21790.0,17307,696,0
1916,45,65771.0,5344,495,1
1917,62,43621.0,11238,383,0
1918,28,52110.0,4817,752,1
1919,52,83715.0,28040,748,1
1920,37,30672.0,3952,325,1
1921,37,47771.0,17496,459,1
1922,63,68603.0,25358,536,0
1923,32,63001.0,1838,708,0
1924,42,39267.0,25656,690,1
1925,24,68965.0,3593,738,0
1926,55,43304.0,22233,401,0
1927,55,33608.0,6745,337,0
1928,18,43934.0,17177,813,0
1929,67,39754.0,11610,358,0
1930,18,41405.0,11242,578,0
1931,60,36033.0,29176,739,0
1932,34,48000.0,21539,634,0
1933,45,45100.0,-1194,400,1
1934,40,54504.0,17511,350,1
1935,58,86700.0,14028,625,0
1936,58,23441.0,19017,546,0
1937,37,46611.0,17197,465,0
1938,30,58405.0,14666,774,0
1939,45,33482.0,12132,451,0
1940,50,36439.0,14286,752,1
1941,54,47792.0,8860,830,0
1942,45,40487.0,18675,718,0
1943,39,47460.0,17322,548,1
1944,27,56258.0,6398,563,0
1945,63,71540.0,9768,606,0
1946,61,84364.0,28484,633,1
1947,20,19602.0,30409,523,0
1948,40,47010.0,14652,444,0
1949,20,69355.0,5263,721,0
1950,47,45403.0,15752,509,1
1951,30,43067.0,500000,591,0
1952,30,58797.0,500000,677,0
1953,50,41752.0,500000,433,0
1954,68,40003.0,500000,484,0
1955,28,47701.0,500000,841,1
1956,29,61974.0,500000,704,0
1957,21,63184.0,500000,451,0
1958,32,16019.0,500000,836,0
1959,57,60458.0,500000,697,0
1960,59,55195.0,500000,723,0
1961,68,57965.0,500000,650,0
1962,42,48856.0,500000,548,1
1963,59,47479.0,500000,687,1
1964,41,51545.0,500000,753,0
1965,40,52119.0,500000,321,0
1966,65,36246.0,500000,745,1
1967,55,47680.0,500000,453,0
1968,68,52761.0,500000,555,0
1969,42,45833.0,500000,697,0
1970,60,59897.0,500000,330,0
1971,24,38057.0,500000,671,0
1972,36,39743.0,500000,421,0
1973,61,35407.0,500000,315,0
1974,68,41900.0,500000,785,0
1975,47,40273.0,500000,440,0
1976,21,43938.0,500000,324,0
1977,59,68549.0,500000,703,0
1978,41,57049.0,500000,689,0
1979,64,43889.0,500000,845,1
1980,60,43427.0,500000,743,0
1981,45,36805.0,500000,306,1
1982,33,40392.0,500000,532,0
1983,30,70020.0,500000,729,0
1984,68,41435.0,500000,385,0
1985,28,63612.0,500000,465,0
1986,66,40301.0,500000,429,0
1987,36,34712.0,500000,513,0
1988,48,49746.0,500000,326,1
1989,23,51126.0,500000,736,0
1990,69,77532.0,500000,547,0
1991,38,45700.0,500000,601,0
1992,57,33579.0,500000,390,0
1993,32,43810.0,500000,453,1
1994,63,85492.0,500000,553,0
1995,60,24488.0,500000,498,0
1996,57,30315.0,500000,517,0
1997,64,49518.0,500000,356,0
1998,46,58178.0,500000,654,0
1999,37,56642.0,500000,338,0
2000,66,60581.0,500000,558,0
