customer_id,signup_date,age,gender,city,education_level,employment_status,monthly_income,monthly_bill,internet_usage_gb,call_minutes,contract_type,support_tickets,customer_feedback,churn
10205,2019-07-24,36,Male,Lahore,Bachelor,Employed,21530.0,2325.0,16.8,75.0,Monthly,4,Too expensive compared to competitors,1
10206,2019-07-25,27,Male,Multan,Secondary,Unemployed,35822.0,7470.0,20.8,87.0,12-Month,1,Too expensive compared to competitors,0
10207,2019-07-26,27,Female,Hyderabad,Master,Self-Employed,14920.0,5057.0,7.8,367.0,Monthly,2,Satisfied with the service,1
10208,2019-07-27,31,Male,Hyderabad,Bachelor,Unemployed,15116.0,2237.0,16.3,223.0,12-Month,4,Customer support was helpful,1
10209,2019-07-28,39,Male,Multan,Primary,Employed,30866.0,8415.0,26.0,125.0,Monthly,3,Coverage is poor in my location,1
10210,2019-07-29,61,Male,Hyderabad,Master,Employed,49051.0,9518.0,18.8,59.0,Monthly,2,Happy with data packages,1
10211,2019-07-30,19,Male,Sialkot,Bachelor,Employed,34140.0,8384.0,19.6,181.0,Monthly,2,Happy with data packages,1
10212,2019-07-31,49,Male,Gujranwala,Bachelor,Self-Employed,17964.0,4643.0,5.1,100.0,6-Month,0,Billing issues occurred multiple times,0
10213,2019-08-01,32,Female,Islamabad,Bachelor,Self-Employed,15507.0,8010.0,21.6,26.0,Monthly,3,Satisfied with the service,1
10214,2019-08-02,34,Female,Rawalpindi,Master,Self-Employed,22406.0,5761.0,11.0,427.0,Monthly,1,Internet speed is very slow,1
10215,2019-08-03,66,Female,Faisalabad,Secondary,Employed,12363.0,2494.0,33.0,270.0,6-Month,2,Coverage is poor in my location,0
10216,2019-08-04,43,Female,Quetta,Bachelor,Employed,76102.0,2109.0,13.4,90.0,12-Month,1,Customer support was helpful,0
10217,2019-08-05,67,Male,Faisalabad,Bachelor,Employed,36103.0,2584.0,33.7,396.0,Monthly,0,Happy with data packages,0
10218,2019-08-06,64,Female,Peshawar,Master,Unemployed,23038.0,7876.0,16.2,511.0,Monthly,0,Too expensive compared to competitors,0
10219,2019-08-07,51,Male,Multan,Secondary,Unemployed,27692.0,4199.0,20.7,198.0,6-Month,3,Billing issues occurred multiple times,1
10220,2019-08-08,39,Female,Faisalabad,Bachelor,Employed,60233.0,10798.0,8.3,113.0,6-Month,1,Network quality is good overall,0
10221,2019-08-09,37,Female,Faisalabad,Secondary,Student,53413.0,3860.0,14.1,182.0,Monthly,1,Frequent call drops in my area,0
10222,2019-08-10,36,Male,Faisalabad,Secondary,Retired,20075.0,1996.0,34.9,29.0,12-Month,1,Too expensive compared to competitors,0
10223,2019-08-11,18,Male,Sialkot,Secondary,Employed,13477.0,10942.0,8.4,155.0,Monthly,0,Network quality is good overall,0
10224,2019-08-12,31,Female,Faisalabad,Secondary,Employed,13276.0,6459.0,32.8,122.0,12-Month,0,Service is unreliable during peak hours,0
10225,2019-08-13,28,Female,Rawalpindi,Primary,Employed,46090.0,9051.0,22.1,92.0,6-Month,0,Customer support was helpful,0
10226,2019-08-14,45,Male,Multan,Bachelor,Self-Employed,14544.0,1935.0,15.9,189.0,6-Month,3,Internet speed is very slow,1
10227,2019-08-15,46,Female,Peshawar,Secondary,Employed,46004.0,7846.0,16.5,180.0,Monthly,1,Internet speed is very slow,0
10228,2019-08-16,26,Female,Peshawar,Primary,Unemployed,18584.0,8234.0,36.6,211.0,6-Month,1,Happy with data packages,0
10229,2019-08-17,51,Male,Hyderabad,PhD,Self-Employed,52716.0,4555.0,3.5,127.0,Monthly,1,Billing issues occurred multiple times,1
10230,2019-08-18,54,Female,Gujranwala,Bachelor,Employed,14628.0,2711.0,15.8,136.0,Monthly,3,Billing issues occurred multiple times,1
10231,2019-08-19,43,Male,Rawalpindi,Bachelor,Retired,31583.0,6164.0,6.7,281.0,12-Month,1,Internet speed is very slow,0
10232,2019-08-20,62,Female,Peshawar,Secondary,Retired,16440.0,4446.0,5.7,87.0,12-Month,1,Satisfied with the service,0
10233,2019-08-21,69,Male,Quetta,Bachelor,Self-Employed,30638.0,3942.0,4.1,175.0,6-Month,2,Happy with data packages,1
10234,2019-08-22,60,Female,Quetta,Bachelor,Student,12983.0,8212.0,12.3,248.0,Monthly,0,Billing issues occurred multiple times,0
10235,2019-08-23,46,Male,Lahore,Secondary,Unemployed,34264.0,6308.0,47.2,405.0,Monthly,3,Happy with data packages,1
10236,2019-08-24,25,Male,Faisalabad,Primary,Employed,36200.0,6994.0,29.3,95.0,Monthly,3,Internet speed is very slow,1
10237,2019-08-25,67,Male,Gujranwala,Primary,Retired,48457.0,4396.0,8.9,120.0,12-Month,2,Happy with data packages,0
10238,2019-08-26,33,Male,Islamabad,Secondary,Employed,30721.0,4126.0,15.5,211.0,12-Month,1,Satisfied with the service,0
10239,2019-08-27,18,Male,Sialkot,Secondary,Self-Employed,26956.0,3787.0,35.6,215.0,6-Month,3,Too expensive compared to competitors,1
10240,2019-08-28,36,Female,Islamabad,Bachelor,Student,30296.0,20051.0,11.5,49.0,12-Month,1,Billing issues occurred multiple times,0
10241,2019-08-29,57,Male,Karachi,Master,Employed,26526.0,3504.0,19.9,175.0,Monthly,1,Network quality is good overall,0
10242,2019-08-30,62,Male,Lahore,Primary,Employed,53433.0,4653.0,22.1,161.0,Monthly,3,Billing issues occurred multiple times,1
10243,2019-08-31,66,Male,Sialkot,Master,Employed,34314.0,4478.0,25.6,187.0,12-Month,1,Billing issues occurred multiple times,0
10244,2019-09-01,18,Female,Faisalabad,Bachelor,Employed,28490.0,8080.0,36.3,226.0,Monthly,1,Internet speed is very slow,1
10245,2019-09-02,62,Male,Sialkot,Primary,Employed,28586.0,2183.0,14.3,111.0,Monthly,0,Internet speed is very slow,0
10246,2019-09-03,27,Male,Sialkot,Bachelor,Self-Employed,30084.0,5185.0,10.1,123.0,Monthly,2,Internet speed is very slow,1
10247,2019-09-04,64,Male,Multan,PhD,Employed,78615.0,1560.0,47.0,36.0,6-Month,0,Network quality is good overall,0
10248,2019-09-05,52,Female,Gujranwala,Primary,Student,35753.0,14208.0,14.8,115.0,12-Month,2,Service is unreliable during peak hours,1
10249,2019-09-06,66,Male,Karachi,Bachelor,Student,17809.0,4954.0,3.6,178.0,Monthly,3,Satisfied with the service,1
10250,2019-09-07,61,Female,Multan,Secondary,Unemployed,18680.0,5416.0,11.2,85.0,6-Month,0,Billing issues occurred multiple times,0
10251,2019-09-08,23,Female,Faisalabad,Master,Self-Employed,15682.0,4209.0,31.2,213.0,12-Month,1,Customer support was helpful,0
10252,2019-09-09,39,Male,Lahore,Secondary,Employed,8599.0,4352.0,11.3,68.0,6-Month,5,Network quality is good overall,1
10253,2019-09-10,34,Female,Lahore,Master,Student,23683.0,2900.0,44.5,224.0,Monthly,1,Billing issues occurred multiple times,0
10254,2019-09-11,59,Male,Islamabad,Secondary,Retired,28142.0,2161.0,26.3,238.0,Monthly,1,Satisfied with the service,0
10255,2019-09-12,29,Female,Rawalpindi,Primary,Self-Employed,20468.0,4485.0,24.4,280.0,Monthly,0,Customer support was helpful,0
10256,2019-09-13,60,Male,Multan,Primary,Employed,28694.0,10408.0,11.3,158.0,6-Month,1,Internet speed is very slow,0
10257,2019-09-14,50,Male,Karachi,Secondary,Employed,91265.0,3073.0,5.6,141.0,6-Month,1,Frequent call drops in my area,0
10258,2019-09-15,58,Male,Multan,Secondary,Employed,47888.0,2667.0,28.3,97.0,12-Month,2,Satisfied with the service,0
10259,2019-09-16,54,Male,Sialkot,Secondary,Self-Employed,42688.0,5078.0,39.3,327.0,12-Month,1,Network quality is good overall,0
10260,2019-09-17,23,Male,Sialkot,Bachelor,Employed,17696.0,4272.0,31.7,652.0,Monthly,0,Frequent call drops in my area,0
10261,2019-09-18,46,Female,Rawalpindi,Secondary,Employed,27727.0,10576.0,30.0,117.0,6-Month,1,Customer support was helpful,0
10262,2019-09-19,61,Female,Hyderabad,Master,Unemployed,64276.0,5394.0,27.4,67.0,12-Month,2,Frequent call drops in my area,0
10263,2019-09-20,47,Female,Multan,Bachelor,Unemployed,17133.0,3536.0,22.6,81.0,12-Month,1,Satisfied with the service,0
10264,2019-09-21,67,Female,Peshawar,Master,Employed,27852.0,5258.0,35.0,551.0,Monthly,0,Frequent call drops in my area,0
10265,2019-09-22,64,Female,Rawalpindi,Bachelor,Employed,57173.0,5991.0,4.8,313.0,Monthly,0,Network quality is good overall,1
10266,2019-09-23,60,Female,Sialkot,Secondary,Unemployed,65337.0,4756.0,23.3,477.0,6-Month,1,Coverage is poor in my location,0
10267,2019-09-24,66,Female,Islamabad,Bachelor,Employed,79983.0,4835.0,9.9,177.0,12-Month,0,Network quality is good overall,0
10268,2019-09-25,49,Female,Karachi,Bachelor,Employed,35558.0,9659.0,30.1,235.0,12-Month,0,Satisfied with the service,0
10269,2019-09-26,25,Female,Karachi,Bachelor,Employed,30331.0,3712.0,32.8,87.0,12-Month,0,Frequent call drops in my area,0
10270,2019-09-27,46,Female,Karachi,Bachelor,Self-Employed,17069.0,4793.0,6.6,97.0,12-Month,2,Satisfied with the service,0
10271,2019-09-28,65,Female,Faisalabad,Master,Unemployed,50307.0,2631.0,26.2,108.0,12-Month,1,Coverage is poor in my location,0
10272,2019-09-29,68,Female,Lahore,Primary,Employed,23873.0,4616.0,15.3,196.0,6-Month,2,Frequent call drops in my area,0
10273,2019-09-30,66,Male,Rawalpindi,Secondary,Employed,14990.0,1620.0,21.4,484.0,Monthly,1,Internet speed is very slow,0
10274,2019-10-01,32,Female,Peshawar,Secondary,Unemployed,53320.0,2961.0,2.3,191.0,Monthly,0,Satisfied with the service,1
10275,2019-10-02,65,Female,Lahore,Bachelor,Retired,10819.0,11883.0,17.8,101.0,Monthly,1,Internet speed is very slow,1
10276,2019-10-03,31,Male,Hyderabad,Bachelor,Student,11509.0,5078.0,29.9,302.0,12-Month,3,Coverage is poor in my location,1
10277,2019-10-04,37,Male,Lahore,Master,Employed,13699.0,3970.0,11.1,131.0,12-Month,1,Network quality is good overall,0
10278,2019-10-05,59,Male,Rawalpindi,Master,Employed,19000.0,7816.0,7.9,256.0,6-Month,3,Billing issues occurred multiple times,1
10279,2019-10-06,31,Female,Lahore,Secondary,Employed,11398.0,8005.0,51.8,76.0,12-Month,1,Too expensive compared to competitors,0
10280,2019-10-07,42,Female,Faisalabad,PhD,Student,29503.0,3006.0,19.0,197.0,Monthly,2,Coverage is poor in my location,1
10281,2019-10-08,21,Male,Quetta,Bachelor,Employed,28886.0,2452.0,35.3,178.0,Monthly,1,Satisfied with the service,0
10282,2019-10-09,25,Male,Rawalpindi,Secondary,Employed,33574.0,4925.0,8.6,164.0,6-Month,5,Customer support was helpful,1
10283,2019-10-10,67,Female,Gujranwala,Secondary,Employed,13021.0,3579.0,30.4,379.0,Monthly,1,Coverage is poor in my location,1
10284,2019-10-11,60,Male,Rawalpindi,Secondary,Employed,13286.0,2127.0,30.5,253.0,6-Month,0,Service is unreliable during peak hours,0
10285,2019-10-12,50,Male,Karachi,Master,Student,23853.0,6350.0,17.2,73.0,12-Month,1,Satisfied with the service,0
10286,2019-10-13,51,Male,Hyderabad,Master,Retired,25930.0,4365.0,31.6,257.0,Monthly,0,Network quality is good overall,0
10287,2019-10-14,29,Female,Hyderabad,Master,Unemployed,51612.0,3235.0,3.3,38.0,Monthly,2,Too expensive compared to competitors,1
10288,2019-10-15,45,Female,Sialkot,Secondary,Self-Employed,34884.0,4444.0,18.3,303.0,6-Month,2,Network quality is good overall,0
10289,2019-10-16,22,Male,Sialkot,Bachelor,Employed,9278.0,3056.0,39.0,360.0,6-Month,1,Customer support was helpful,0
10290,2019-10-17,56,Female,Hyderabad,Master,Unemployed,13282.0,5481.0,40.4,48.0,Monthly,0,Too expensive compared to competitors,0
10291,2019-10-18,49,Female,Multan,Secondary,Employed,18140.0,4730.0,5.3,268.0,Monthly,0,Service is unreliable during peak hours,0
10292,2019-10-19,67,Male,Peshawar,Primary,Employed,21449.0,5421.0,15.6,83.0,12-Month,2,Too expensive compared to competitors,0
10293,2019-10-20,48,Male,Gujranwala,Secondary,Employed,14412.0,10065.0,7.0,178.0,Monthly,1,Internet speed is very slow,1
10294,2019-10-21,32,Female,Peshawar,Bachelor,Employed,54767.0,4100.0,40.0,234.0,Monthly,0,Satisfied with the service,0
10295,2019-10-22,62,Female,Lahore,Bachelor,Employed,16742.0,3914.0,25.5,269.0,12-Month,0,Customer support was helpful,0
10296,2019-10-23,61,Male,Gujranwala,Primary,Student,22428.0,3083.0,33.8,301.0,12-Month,0,Billing issues occurred multiple times,0
10297,2019-10-24,30,Male,Lahore,Bachelor,Employed,35163.0,5349.0,36.2,306.0,12-Month,3,Too expensive compared to competitors,1
10298,2019-10-25,34,Female,Gujranwala,Master,Employed,21956.0,2095.0,25.6,161.0,6-Month,3,Satisfied with the service,1
10299,2019-10-26,67,Male,Islamabad,Primary,Student,23335.0,4617.0,15.2,311.0,12-Month,2,Network quality is good overall,0
10300,2019-10-27,44,Male,Faisalabad,Master,Employed,30900.0,4401.0,5.4,198.0,12-Month,1,Internet speed is very slow,0
10301,2019-10-28,50,Female,Multan,Primary,Employed,50483.0,5301.0,14.1,132.0,6-Month,1,Internet speed is very slow,0
10302,2019-10-29,61,Male,Faisalabad,PhD,Retired,22973.0,3195.0,19.0,122.0,6-Month,0,Customer support was helpful,0
10303,2019-10-30,51,Female,Hyderabad,Master,Employed,21565.0,5543.0,11.4,324.0,6-Month,1,Too expensive compared to competitors,0
10304,2019-10-31,26,Male,Sialkot,PhD,Unemployed,14995.0,8489.0,8.7,139.0,Monthly,2,Internet speed is very slow,1
10305,2019-11-01,48,Male,Peshawar,PhD,Employed,34067.0,6392.0,40.2,58.0,6-Month,3,Billing issues occurred multiple times,1
10306,2019-11-02,51,Male,Lahore,Bachelor,Employed,31270.0,1822.0,23.5,185.0,12-Month,2,Coverage is poor in my location,0
10307,2019-11-03,33,Male,Rawalpindi,Bachelor,Self-Employed,49773.0,4710.0,25.7,252.0,Monthly,1,Coverage is poor in my location,0
10308,2019-11-04,40,Female,Lahore,Secondary,Self-Employed,20723.0,4849.0,44.3,99.0,Monthly,1,Too expensive compared to competitors,1
10309,2019-11-05,52,Male,Hyderabad,Master,Employed,51498.0,3704.0,14.1,377.0,12-Month,0,Happy with data packages,0
10310,2019-11-06,30,Female,Lahore,Secondary,Retired,47598.0,4902.0,22.7,197.0,Monthly,1,Frequent call drops in my area,0
10311,2019-11-07,22,Male,Peshawar,Primary,Student,25146.0,3478.0,16.4,229.0,Monthly,0,Service is unreliable during peak hours,0
10312,2019-11-08,62,Male,Islamabad,Secondary,Student,19948.0,3723.0,3.0,119.0,Monthly,2,Too expensive compared to competitors,1
10313,2019-11-09,38,Male,Karachi,Bachelor,Student,24915.0,3763.0,19.6,182.0,12-Month,2,Billing issues occurred multiple times,0
10314,2019-11-10,61,Female,Gujranwala,Master,Retired,12778.0,6438.0,10.5,231.0,Monthly,2,Frequent call drops in my area,1
10315,2019-11-11,67,Male,Faisalabad,PhD,Employed,64440.0,3082.0,18.9,166.0,Monthly,2,Billing issues occurred multiple times,1
10316,2019-11-12,36,Male,Lahore,Secondary,Unemployed,18418.0,2254.0,22.7,105.0,Monthly,6,Happy with data packages,1
10317,2019-11-13,39,Female,Islamabad,Secondary,Employed,31188.0,1961.0,29.4,339.0,Monthly,0,Too expensive compared to competitors,0
10318,2019-11-14,68,Male,Karachi,Bachelor,Employed,34058.0,2592.0,12.8,198.0,Monthly,1,Network quality is good overall,0
10319,2019-11-15,40,Male,Rawalpindi,Bachelor,Employed,40632.0,3325.0,8.9,250.0,12-Month,2,Too expensive compared to competitors,0
10320,2019-11-16,36,Male,Rawalpindi,Primary,Employed,38184.0,3606.0,14.0,122.0,Monthly,0,Happy with data packages,0
10321,2019-11-17,23,Male,Quetta,Secondary,Self-Employed,32054.0,3166.0,35.2,14.0,6-Month,0,Coverage is poor in my location,0
10322,2019-11-18,57,Male,Sialkot,Primary,Self-Employed,26386.0,5998.0,56.9,310.0,12-Month,0,Happy with data packages,0
10323,2019-11-19,23,Female,Karachi,Bachelor,Unemployed,13946.0,2554.0,33.9,94.0,12-Month,1,Customer support was helpful,0
10324,2019-11-20,23,Female,Sialkot,Secondary,Student,15101.0,16091.0,15.7,315.0,12-Month,1,Happy with data packages,1
10325,2019-11-21,24,Female,Multan,Secondary,Retired,13761.0,3022.0,2.1,234.0,12-Month,3,Too expensive compared to competitors,1
10326,2019-11-22,49,Female,Hyderabad,Master,Employed,13171.0,5876.0,7.8,152.0,12-Month,3,Internet speed is very slow,1
10327,2019-11-23,47,Male,Karachi,Primary,Self-Employed,30874.0,4086.0,19.0,318.0,Monthly,2,Happy with data packages,1
10328,2019-11-24,34,Male,Faisalabad,Bachelor,Employed,33692.0,5621.0,32.5,144.0,Monthly,1,Internet speed is very slow,0
10329,2019-11-25,60,Female,Lahore,Master,Employed,30150.0,7958.0,7.7,240.0,12-Month,1,Customer support was helpful,0
10330,2019-11-26,64,Female,Quetta,Bachelor,Self-Employed,35263.0,7007.0,10.0,168.0,Monthly,0,Customer support was helpful,0
10331,2019-11-27,22,Female,Rawalpindi,Bachelor,Self-Employed,21644.0,1962.0,26.7,235.0,12-Month,0,Internet speed is very slow,0
10332,2019-11-28,64,Female,Peshawar,Bachelor,Employed,16755.0,6364.0,26.9,48.0,12-Month,1,Satisfied with the service,0
10333,2019-11-29,56,Female,Sialkot,Bachelor,Employed,51126.0,1040.0,9.8,69.0,Monthly,1,Network quality is good overall,0
10334,2019-11-30,31,Female,Sialkot,Bachelor,Employed,16325.0,12084.0,10.7,281.0,12-Month,3,Frequent call drops in my area,1
10335,2019-12-01,20,Male,Rawalpindi,Secondary,Student,30984.0,11351.0,19.9,123.0,Monthly,2,Billing issues occurred multiple times,1
10336,2019-12-02,30,Female,Hyderabad,Primary,Unemployed,60116.0,4033.0,26.7,236.0,Monthly,2,Happy with data packages,1
10337,2019-12-03,42,Female,Karachi,Bachelor,Student,15990.0,7350.0,21.6,135.0,Monthly,0,Network quality is good overall,0
10338,2019-12-04,45,Female,Faisalabad,Master,Employed,12611.0,4370.0,10.2,196.0,12-Month,1,Satisfied with the service,0
10339,2019-12-05,34,Male,Multan,PhD,Unemployed,17154.0,12419.0,16.2,261.0,Monthly,1,Network quality is good overall,1
10340,2019-12-06,64,Female,Faisalabad,Master,Employed,25945.0,7756.0,15.1,162.0,6-Month,2,Too expensive compared to competitors,0
10341,2019-12-07,23,Male,Sialkot,Bachelor,Student,18197.0,3212.0,16.8,71.0,12-Month,0,Coverage is poor in my location,0
10342,2019-12-08,58,Female,Quetta,Master,Self-Employed,10225.0,4620.0,16.9,32.0,Monthly,1,Satisfied with the service,1
10343,2019-12-09,47,Male,Islamabad,Master,Retired,14690.0,4219.0,15.8,17.0,12-Month,0,Frequent call drops in my area,0
10344,2019-12-10,27,Male,Karachi,Bachelor,Self-Employed,11351.0,1044.0,41.8,97.0,12-Month,1,Satisfied with the service,0
10345,2019-12-11,62,Female,Lahore,Bachelor,Unemployed,25202.0,6345.0,13.1,113.0,Monthly,1,Coverage is poor in my location,1
10346,2019-12-12,57,Female,Multan,Bachelor,Employed,8795.0,2638.0,11.1,48.0,Monthly,0,Coverage is poor in my location,0
10347,2019-12-13,32,Female,Quetta,Bachelor,Self-Employed,17378.0,3507.0,16.6,123.0,Monthly,2,Frequent call drops in my area,1
10348,2019-12-14,24,Female,Peshawar,PhD,Employed,58204.0,14735.0,33.6,355.0,Monthly,2,Too expensive compared to competitors,1
10349,2019-12-15,20,Male,Karachi,Primary,Retired,16037.0,6356.0,23.0,175.0,6-Month,1,Happy with data packages,0
10350,2019-12-16,55,Male,Islamabad,Master,Unemployed,25184.0,9936.0,10.5,234.0,12-Month,1,Too expensive compared to competitors,0
10351,2019-12-17,40,Male,Karachi,Master,Unemployed,29733.0,2770.0,21.8,112.0,12-Month,4,Billing issues occurred multiple times,1
10352,2019-12-18,67,Female,Quetta,Secondary,Student,19605.0,2580.0,16.8,119.0,Monthly,1,Network quality is good overall,0
10353,2019-12-19,64,Male,Gujranwala,Secondary,Employed,34354.0,2923.0,12.6,295.0,12-Month,1,Happy with data packages,0
10354,2019-12-20,27,Female,Islamabad,Primary,Employed,53961.0,5382.0,39.4,159.0,6-Month,0,Customer support was helpful,0
10355,2019-12-21,53,Female,Rawalpindi,Master,Employed,30007.0,1915.0,12.6,150.0,6-Month,3,Frequent call drops in my area,1
10356,2019-12-22,33,Female,Hyderabad,Bachelor,Self-Employed,10243.0,3719.0,13.6,249.0,12-Month,0,Service is unreliable during peak hours,0
10357,2019-12-23,38,Male,Gujranwala,Master,Employed,16611.0,4762.0,17.7,545.0,Monthly,2,Coverage is poor in my location,1
10358,2019-12-24,50,Female,Hyderabad,Secondary,Retired,22486.0,3681.0,3.0,180.0,Monthly,0,Network quality is good overall,1
10359,2019-12-25,53,Female,Rawalpindi,Bachelor,Retired,15714.0,3822.0,29.3,73.0,Monthly,1,Service is unreliable during peak hours,1
10360,2019-12-26,39,Female,Quetta,Bachelor,Employed,23267.0,7413.0,7.2,409.0,12-Month,1,Service is unreliable during peak hours,0
10361,2019-12-27,24,Male,Hyderabad,Bachelor,Self-Employed,43895.0,9321.0,6.0,136.0,6-Month,1,Satisfied with the service,0
10362,2019-12-28,38,Male,Rawalpindi,Bachelor,Self-Employed,23008.0,3345.0,6.2,379.0,Monthly,3,Too expensive compared to competitors,1
10363,2019-12-29,18,Male,Islamabad,Primary,Employed,35409.0,3962.0,20.4,630.0,Monthly,2,Customer support was helpful,1
10364,2019-12-30,38,Male,Karachi,Primary,Employed,51968.0,10666.0,23.1,170.0,Monthly,0,Frequent call drops in my area,0
10365,2019-12-31,51,Male,Multan,PhD,Student,29762.0,9402.0,16.1,208.0,12-Month,0,Happy with data packages,0
10366,2020-01-01,39,Male,Sialkot,Bachelor,Employed,18937.0,9481.0,10.6,487.0,12-Month,1,Network quality is good overall,0
10367,2020-01-02,20,Female,Karachi,Secondary,Employed,55451.0,1563.0,35.8,274.0,Monthly,0,Coverage is poor in my location,0
10368,2020-01-03,29,Female,Rawalpindi,Master,Student,28717.0,2320.0,28.0,210.0,Monthly,2,Customer support was helpful,1
10369,2020-01-04,65,Female,Lahore,Bachelor,Employed,49811.0,3895.0,14.0,199.0,12-Month,2,Coverage is poor in my location,0
10370,2020-01-05,29,Male,Faisalabad,Secondary,Self-Employed,30171.0,2603.0,15.8,220.0,Monthly,2,Internet speed is very slow,1
10371,2020-01-06,54,Female,Peshawar,Master,Self-Employed,82727.0,1103.0,41.6,247.0,6-Month,1,Satisfied with the service,0
10372,2020-01-07,26,Female,Rawalpindi,Secondary,Employed,6327.0,1556.0,26.5,476.0,Monthly,0,Frequent call drops in my area,0
10373,2020-01-08,63,Male,Lahore,Primary,Employed,13596.0,3804.0,29.9,367.0,Monthly,2,Frequent call drops in my area,1
10374,2020-01-09,61,Male,Gujranwala,PhD,Employed,17858.0,2586.0,23.6,30.0,Monthly,1,Billing issues occurred multiple times,0
10375,2020-01-10,25,Male,Karachi,Secondary,Employed,50542.0,2369.0,10.7,131.0,Monthly,1,Frequent call drops in my area,0
10376,2020-01-11,25,Male,Gujranwala,Master,Employed,67094.0,3170.0,10.0,119.0,12-Month,3,Service is unreliable during peak hours,1
10377,2020-01-12,39,Male,Multan,PhD,Unemployed,6985.0,2234.0,23.1,114.0,Monthly,2,Service is unreliable during peak hours,1
10378,2020-01-13,37,Female,Faisalabad,PhD,Self-Employed,25505.0,3266.0,4.8,134.0,Monthly,1,Internet speed is very slow,1
10379,2020-01-14,57,Male,Lahore,Bachelor,Employed,42297.0,4931.0,11.1,309.0,12-Month,0,Satisfied with the service,0
10380,2020-01-15,40,Male,Gujranwala,Secondary,Employed,20851.0,12915.0,24.9,257.0,Monthly,1,Coverage is poor in my location,1
10381,2020-01-16,63,Female,Gujranwala,Master,Self-Employed,16622.0,5211.0,22.6,416.0,Monthly,1,Internet speed is very slow,1
10382,2020-01-17,68,Female,Islamabad,Secondary,Student,18356.0,5420.0,13.3,275.0,Monthly,2,Too expensive compared to competitors,1
10383,2020-01-18,53,Male,Rawalpindi,Primary,Employed,17555.0,4294.0,31.3,89.0,12-Month,1,Happy with data packages,0
10384,2020-01-19,35,Female,Gujranwala,Primary,Employed,18505.0,4846.0,11.5,401.0,12-Month,2,Satisfied with the service,0
10385,2020-01-20,51,Female,Hyderabad,Bachelor,Employed,19059.0,4980.0,11.6,865.0,12-Month,0,Happy with data packages,0
10386,2020-01-21,26,Male,Quetta,Bachelor,Unemployed,33989.0,5039.0,27.5,147.0,12-Month,1,Frequent call drops in my area,0
10387,2020-01-22,33,Male,Multan,Bachelor,Employed,57422.0,2624.0,40.1,99.0,12-Month,2,Network quality is good overall,0
10388,2020-01-23,28,Male,Quetta,Bachelor,Employed,19327.0,4500.0,30.4,207.0,12-Month,1,Internet speed is very slow,0
10389,2020-01-24,36,Female,Sialkot,Secondary,Unemployed,12490.0,17654.0,41.5,299.0,Monthly,0,Network quality is good overall,1
10390,2020-01-25,45,Female,Faisalabad,Bachelor,Employed,22302.0,3332.0,20.0,168.0,Monthly,0,Happy with data packages,0
10391,2020-01-26,35,Male,Karachi,Bachelor,Unemployed,52288.0,4376.0,43.5,257.0,Monthly,1,Satisfied with the service,0
10392,2020-01-27,44,Male,Lahore,Secondary,Self-Employed,16529.0,2523.0,40.6,91.0,Monthly,1,Too expensive compared to competitors,0
10393,2020-01-28,57,Male,Rawalpindi,Bachelor,Self-Employed,10846.0,2762.0,10.3,398.0,Monthly,0,Internet speed is very slow,0
10394,2020-01-29,18,Male,Hyderabad,Secondary,Employed,21207.0,2490.0,25.0,86.0,Monthly,2,Satisfied with the service,1
10395,2020-01-30,26,Female,Peshawar,Bachelor,Employed,10144.0,16520.0,22.4,229.0,Monthly,0,Happy with data packages,1
10396,2020-01-31,31,Male,Karachi,Bachelor,Employed,46031.0,3379.0,11.4,202.0,6-Month,1,Satisfied with the service,0
10397,2020-02-01,42,Female,Islamabad,Bachelor,Employed,40031.0,7794.0,16.3,110.0,6-Month,2,Service is unreliable during peak hours,0
10398,2020-02-02,30,Female,Gujranwala,Secondary,Employed,43055.0,6780.0,3.1,136.0,6-Month,2,Frequent call drops in my area,1
10399,2020-02-03,67,Male,Multan,Secondary,Employed,13266.0,12234.0,26.7,171.0,Monthly,0,Coverage is poor in my location,1
10400,2020-02-04,52,Male,Faisalabad,Bachelor,Employed,25602.0,5782.0,22.4,83.0,12-Month,1,Customer support was helpful,0
10401,2020-02-05,21,Female,Faisalabad,Primary,Unemployed,23684.0,5971.0,19.9,333.0,Monthly,2,Satisfied with the service,1
10402,2020-02-06,50,Female,Quetta,Master,Self-Employed,48579.0,10482.0,20.5,401.0,Monthly,0,Billing issues occurred multiple times,0
10403,2020-02-07,44,Female,Faisalabad,Master,Employed,17202.0,9175.0,21.9,187.0,Monthly,2,Billing issues occurred multiple times,1
10404,2020-02-08,35,Male,Lahore,Bachelor,Employed,35991.0,7177.0,28.9,127.0,6-Month,0,Satisfied with the service,0
10405,2020-02-09,29,Male,Islamabad,Bachelor,Employed,38158.0,6663.0,11.3,350.0,6-Month,0,Network quality is good overall,0
10406,2020-02-10,19,Female,Quetta,Master,Employed,40304.0,1308.0,14.0,104.0,6-Month,0,Frequent call drops in my area,0
10407,2020-02-11,55,Female,Hyderabad,Master,Employed,23146.0,3039.0,2.2,450.0,Monthly,0,Billing issues occurred multiple times,1
10408,2020-02-12,55,Male,Peshawar,Master,Employed,44163.0,1141.0,44.6,185.0,12-Month,1,Too expensive compared to competitors,0
10409,2020-02-13,66,Female,Multan,Bachelor,Student,18092.0,2927.0,14.2,78.0,Monthly,1,Internet speed is very slow,0
